Orcid,Année,Titre,Type,Source,Auteurs,contact
0000-0002-6322-6352,2018,Contrasting responses of bacterial and fungal communities to plant litter diversity in a Mediterranean oak forest,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85049441903&partnerID=MN8TOARS,"['Santonja, M.', 'Foucault, Q.', 'Rancon, A.', 'Gauquelin, T.', 'Fernandez, C.', 'Baldy, V.', 'Mirleau, P.']",Mathieu Santonja
0000-0002-6322-6352,2017,"Plant litter diversity increases microbial abundance, fungal diversity, and carbon and nitrogen cycling in a Mediterranean shrubland",journal-article,,"['Mathieu Santonja', 'Anaïs Rancon', 'Nathalie Fromin', 'Virginie Baldy', 'Stephan Hättenschwiler', 'Catherine Fernandez', 'Nicolas Montès', 'Pascal Mirleau']",Mathieu Santonja
0000-0002-6322-6352,2017,"Plant litter diversity increases microbial abundance, fungal diversity, and carbon and nitrogen cycling in a Mediterranean shrubland",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85017448072&partnerID=MN8TOARS,"['Santonja, M.', 'Rancon, A.', 'Fromin, N.', 'Baldy, V.', 'Hättenschwiler, S.', 'Fernandez, C.', 'Montès, N.', 'Mirleau, P.']",Mathieu Santonja
0000-0002-6322-6352,2017,Shrub species richness decreases negative impacts of drought in a Mediterranean ecosystem,journal-article,,"['Natalia Rodriguez-Ramirez', 'Mathieu Santonja', 'Virginie Baldy', 'Christine Ballini', 'Nicolas Montès', 'Richard Michalet']",Mathieu Santonja
0000-0002-6322-6352,2017,Shrub species richness decreases negative impacts of drought in a Mediterranean ecosystem,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85022095101&partnerID=MN8TOARS,"['Rodriguez-Ramirez, N.', 'Santonja, M.', 'Baldy, V.', 'Ballini, C.', 'Montès, N.']",Mathieu Santonja
0000-0002-6322-6352,2017,Biotic interactions in a Mediterranean oak forest: role of allelopathy along phenological development of woody species,journal-article,,"['H. Hashoum', 'M. Santonja', 'T. Gauquelin', 'A. Saatkamp', 'J. Gavinet', 'S. Greff', 'C. Lecareux', 'C. Fernandez', 'A. Bousquet-Mélou']",Mathieu Santonja
0000-0002-6322-6352,2017,Biotic interactions in a Mediterranean oak forest: role of allelopathy along phenological development of woody species,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85024499751&partnerID=MN8TOARS,"['Hashoum, H.', 'Santonja, M.', 'Gauquelin, T.', 'Saatkamp, A.', 'Gavinet, J.', 'Greff, S.', 'Lecareux, C.', 'Fernandez, C.', 'Bousquet-Mélou, A.']",Mathieu Santonja
0000-0002-6322-6352,2017,Plant litter mixture partly mitigates the negative effects of extended drought on soil biota and litter decomposition in a Mediterranean oak forest,journal-article,,"['Mathieu Santonja', 'Catherine Fernandez', 'Magali Proffit', 'Charles Gers', 'Thierry Gauquelin', 'Ilja M. Reiter', 'Wolfgang Cramer', 'Virginie Baldy', 'Rebecca McCulley']",Mathieu Santonja
0000-0002-6322-6352,2017,Plant litter mixture partly mitigates the negative effects of extended drought on soil biota and litter decomposition in a Mediterranean oak forest,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85007613586&partnerID=MN8TOARS,"['Santonja, M.', 'Fernandez, C.', 'Proffit, M.', 'Gers, C.', 'Gauquelin, T.', 'Reiter, I.M.', 'Cramer, W.', 'Baldy, V.']",Mathieu Santonja
0000-0002-6322-6352,2016,The Impact of Competition and Allelopathy on the Trade-Off between Plant Defense and Growth in Two Contrasting Tree Species,journal-article,,"['Catherine Fernandez', 'Yogan Monnier', 'Mathieu Santonja', 'Christiane Gallet', 'Leslie A. Weston', 'Bernard Prévosto', 'Amélie Saunier', 'Virginie Baldy', 'Anne Bousquet-Mélou']",Mathieu Santonja
0000-0002-6322-6352,2016,Changes in soil microbial substrate utilization in response to altered litter diversity and precipitation in a Mediterranean shrubland,journal-article,,"['Ammar Shihan', 'Stephan Hättenschwiler', 'Alexandru Milcu', 'François-Xavier Joly', 'Mathieu Santonja', 'Nathalie Fromin']",Mathieu Santonja
0000-0002-6322-6352,2017,Changes in soil microbial substrate utilization in response to altered litter diversity and precipitation in a Mediterranean shrubland,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85003955327&partnerID=MN8TOARS,"['Shihan, A.', 'Hättenschwiler, S.', 'Milcu, A.', 'Joly, F.-X.', 'Santonja, M.', 'Fromin, N.']",Mathieu Santonja
0000-0002-6322-6352,2016,Predator–prey interactions in a changing world: humic stress disrupts predator threat evasion in copepods,journal-article,,"['Mathieu Santonja', 'Laetitia Minguez', 'Mark O. Gessner', 'Erik Sperfeld']",Mathieu Santonja
0000-0002-6322-6352,2017,Predator–prey interactions in a changing world: humic stress disrupts predator threat evasion in copepods,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85007439411&partnerID=MN8TOARS,"['Santonja, M.', 'Minguez, L.', 'Gessner, M.O.', 'Sperfeld, E.']",Mathieu Santonja
0000-0002-6322-6352,2015,Potential Shift in Plant Communities with Climate Change: Outcome on Litter Decomposition and Nutrient Release in a Mediterranean Oak Forest,journal-article,,"['Mathieu Santonja', 'Virginie Baldy', 'Catherine Fernandez', 'Jérôme Balesdent', 'Thierry Gauquelin']",Mathieu Santonja
0000-0002-6322-6352,2015,Potential Shift in Plant Communities with Climate Change: Outcome on Litter Decomposition and Nutrient Release in a Mediterranean Oak Forest,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84944353169&partnerID=MN8TOARS,"['Santonja, M.', 'Baldy, V.', 'Fernandez, C.', 'Balesdent, J.', 'Gauquelin, T.']",Mathieu Santonja
0000-0002-6322-6352,2015,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of litter mixture interactions,journal-article,,"['Mathieu Santonja', 'Catherine Fernandez', 'Thierry Gauquelin', 'Virginie Baldy']",Mathieu Santonja
0000-0002-6322-6352,2015,Climate change effects on litter decomposition: intensive drought leads to a strong decrease of litter mixture interactions,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84938288350&partnerID=MN8TOARS,"['Santonja, M.', 'Fernandez, C.', 'Gauquelin, T.', 'Baldy, V.']",Mathieu Santonja
0000-0002-6322-6352,2014,Secondary metabolites ofPinus halepensisalter decomposer organisms and litter decomposition during afforestation of abandoned agricultural zones,journal-article,,"['Mathilde Chomel', 'Catherine Fernandez', 'Anne Bousquet-Mélou', 'Charles Gers', 'Yogan Monnier', 'Mathieu Santonja', 'Thierry Gauquelin', 'Raphael Gros', 'Caroline Lecareux', 'Virginie Baldy', 'Amy Austin']",Mathieu Santonja
0000-0002-6322-6352,2014,Secondary metabolites of Pinus halepensis alter decomposer organisms and litter decomposition during afforestation of abandoned agricultural zones,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894268511&partnerID=MN8TOARS,"['Chomel, M.', 'Fernandez, C.', 'Bousquet-Mélou, A.', 'Gers, C.', 'Monnier, Y.', 'Santonja, M.', 'Gauquelin, T.', 'Gros, R.', 'Lecareux, C.', 'Baldy, V.']",Mathieu Santonja
0000-0002-6322-6352,2013,Allelochemicals of Pinus halepensis as Drivers of Biodiversity in Mediterranean Open Mosaic Habitats During the Colonization Stage of Secondary Succession,journal-article,,"['Catherine Fernandez', 'Mathieu Santonja', 'Raphael Gros', 'Yogan Monnier', 'Mathilde Chomel', 'Virginie Baldy', 'Anne Bousquet-Mélou']",Mathieu Santonja
0000-0002-6322-6352,2013,Allelochemicals of Pinus halepensis as Drivers of Biodiversity in Mediterranean Open Mosaic Habitats During the Colonization Stage of Secondary Succession,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874674134&partnerID=MN8TOARS,"['Fernandez, C.', 'Santonja, M.', 'Gros, R.', 'Monnier, Y.', 'Chomel, M.', 'Baldy, V.', 'Bousquet-Mélou, A.']",Mathieu Santonja
