Orcid,Année,Titre,Type,Source,contact
0000-0001-5173-9030,2025,Multiscale analysis of existing actual evapotranspiration products over agropastoral Sahel,journal-article,https://doi.org/10.1016/j.jhydrol.2024.132585,Jérôme Demarty
0000-0001-5173-9030,2025,Ensemble evapotranspiration estimates and uncertainties: EVASPA,preprint,https://doi.org/10.5194/egusphere-egu25-16717,Jérôme Demarty
0000-0001-5173-9030,2025,Climate Change impacts on hydrological and plant resources in the agro-pastoral Sahel,preprint,https://doi.org/10.5194/egusphere-egu24-11068,Jérôme Demarty
0000-0001-5173-9030,2025,Eco-hydrology modelling in arid areas : Study of root density impact on water fluxes in the Sahelian region,preprint,https://doi.org/10.5194/egusphere-egu24-16680,Jérôme Demarty
0000-0001-5173-9030,2025,Modelling surface water and energy transfer in karstic mediterranean forests,preprint,https://doi.org/10.5194/egusphere-egu24-10997,Jérôme Demarty
0000-0001-5173-9030,2025,Multimodel &#8211; multidata simulations for mapping evapotranspiration and its uncertainty of estimation from remote sensing data,preprint,https://doi.org/10.5194/egusphere-egu24-13113,Jérôme Demarty
0000-0001-5173-9030,2025,PROSPECTIVE - Surfaces et interfaces continentales 2024-2028,report,https://insu.hal.science/insu-04936744,Jérôme Demarty
0000-0001-5173-9030,2024,Spatially remotely sensed evapotranspiration estimates in Sahel regions using an ensemble contextual model : structural uncertainty estimation and reduction ,conference-paper,https://hal.science/hal-04908427,Jérôme Demarty
0000-0001-5173-9030,2024,Ensemble Estimation of Evapotranspiration Using EVASPA: a Multi-Data Multi-Method Analysis,journal-article,https://hal.inrae.fr/hal-04803434,Jérôme Demarty
0000-0001-5173-9030,2023,"Caractérisation des processus éco-hydro-géologique autour du site de Ceyrac (Pompignan, Gard)",other,https://hal.science/hal-04933212,Jérôme Demarty
0000-0001-5173-9030,2023,Monitoring global changes and water management strategies in Mediterranean mountain environments: hydro-socio-eco-meteorological observations in the Cévennes Mountains (Southeast France),other,https://imt-mines-ales.hal.science/hal-04285490,Jérôme Demarty
0000-0001-5173-9030,2023,TRISHNA Level-2 products : Daily evapotranspiration and water stress,other,https://hal.inrae.fr/hal-04154762,Jérôme Demarty
0000-0001-5173-9030,2023,The contribution of remote sensing data assimilation to simulate daily evapotranspiration of irrigated and non-irrigated crops in semi-arid context,conference-paper,https://hal.science/hal-04908464,Jérôme Demarty
0000-0001-5173-9030,2023,Tipping points in hydrology: attribution of regime shifts using historical climate simulations and dynamical system modeling,preprint,https://doi.org/10.5194/egusphere-egu23-3354,Jérôme Demarty
0000-0001-5173-9030,2023,Review and evaluation of global evapotranspiration products in Sahelian region,other,https://hal.science/hal-04550980,Jérôme Demarty
0000-0001-5173-9030,2023,A drought-triggered hydrological tipping point in the central Sahel: an attribution study using system dynamics modelling,conference-paper,https://imt-mines-ales.hal.science/hal-04286359,Jérôme Demarty
0000-0001-5173-9030,2023,Evapotranspiration mapping from remote sensing data: uncertainties and ensemble estimates based on multimodel – multidata simulations,conference-paper,https://hal.inrae.fr/hal-04153021,Jérôme Demarty
0000-0001-5173-9030,2023,Improving continuous monitoring of evapotranspiration by combining data from future thermal infrared missions,conference-paper,https://hal.inrae.fr/hal-04154749,Jérôme Demarty
0000-0001-5173-9030,2022,Modélisation des échanges d'énergie et d'eau sur le bassin agricole de l'Orgeval,conference-paper,https://hal.inrae.fr/hal-03899443,Jérôme Demarty
0000-0001-5173-9030,2022,Modélisation éco-hydrologique en zone agropastorale endoréique au Sahel : impact des pratiques agricoles et apport de la télédétection,other,https://hal.science/hal-04551010,Jérôme Demarty
0000-0001-5173-9030,2022,Problématique de modélisation écohydrologique en région méditerranéenne karstique,conference-paper,https://hal.inrae.fr/hal-03899426,Jérôme Demarty
0000-0001-5173-9030,2022,Evap&#8217;Eau project: Estimating actual evapotranspiration from remote sensing in Senegal and Niger,preprint,https://doi.org/10.5194/iahs2022-654,Jérôme Demarty
0000-0001-5173-9030,2022,Spatial assessment of surface-atmosphere fluxes in the Mediterranean region: synergy between satellite estimates and local observations,preprint,https://doi.org/10.5194/iahs2022-495,Jérôme Demarty
0000-0001-5173-9030,2022,Advantages and opportunities in using multisensor remote sensing data for evapotranspiration retrieval as well as better partitioning between evaporation and transpiration,preprint,https://doi.org/10.5194/iahs2022-194,Jérôme Demarty
0000-0001-5173-9030,2022,Assess evapotranspiration over Sahelian regions: Review and evaluation of available products and alternative methods.,conference-paper,https://hal.science/hal-04217405,Jérôme Demarty
0000-0001-5173-9030,2022,"Interactions between energy, water and carbon cycles: A new agro-eco-hydrological model to study impacts of global changes in the agropastoral Sahel",preprint,https://doi.org/10.5194/iahs2022-118,Jérôme Demarty
0000-0001-5173-9030,2022,Evapotranspiration mapping from remote sensing data: uncertainties and ensemble estimates based on multimodel-multidata simulations,conference-paper,https://hal.inrae.fr/hal-04233982,Jérôme Demarty
0000-0001-5173-9030,2022,Coupling numerical approaches for a deeper assessment of karst groundwater vulnerability,other,https://imt-mines-ales.hal.science/hal-03715038,Jérôme Demarty
0000-0001-5173-9030,2022,"Long term monitoring of a Mediterranean karst system used for water supply. Implication for the characterization
and modelling of its dynamics. Case of the Lez karst system (MEDYCYSS Observatory)",other,https://imt-mines-ales.hal.science/hal-03715027,Jérôme Demarty
0000-0001-5173-9030,2022,Tipping points in hydrology: observed regional regime shift and System Dynamics modeling,conference-paper,https://hal.science/hal-03707247,Jérôme Demarty
0000-0001-5173-9030,2022,A remote sensing data fusion method for continuous daily evapotranspiration mapping at kilometric scale in Sahelian areas,journal-article,http://dx.doi.org/10.1016/j.jhydrol.2022.127504,Jérôme Demarty
0000-0001-5173-9030,2022,"LTSER platform P3M : Mediterranean Plain, Piedmont and Plateau",conference-paper,https://hal.inrae.fr/hal-03752134,Jérôme Demarty
0000-0001-5173-9030,2022,Long term consolidated time series of sensible and latent heat fluxes of a crop mosaic using the bi-chromatic scintillometry method.,conference-paper,https://hal.science/hal-04936961,Jérôme Demarty
0000-0001-5173-9030,2021,Modeling gas exchange and biomass production in West African Sahelian and Sudanian ecological zones,journal-article,https://doi.org/10.5194/gmd-14-3789-2021,Jérôme Demarty
0000-0001-5173-9030,2021,Modeling gas exchange and biomass production in West African Sahelian and Sudanian ecological zones,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85108631246&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2021,Evaluation of Multiple Methods for the Production of Continuous Evapotranspiration Estimates from TIR Remote Sensing,journal-article,https://doi.org/10.3390/rs13061086,Jérôme Demarty
0000-0001-5173-9030,2021,Evaluation of Multiple Methods for the Production of Continuous Evapotranspiration Estimates from TIR Remote Sensing,journal-article,https://www.mdpi.com/2072-4292/13/6/1086,Jérôme Demarty
0000-0001-5173-9030,2021,Evaluation of multiple methods for the production of continuous evapotranspiration estimates from tir remote sensing,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85102946826&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2021,Modelling Gas Exchange and Biomass Production in West African Sahelian and Sudanian Ecological Zones,preprint,https://doi.org/10.5194/gmd-2020-417,Jérôme Demarty
0000-0001-5173-9030,2021,"The International Soil Moisture Network: serving Earth system
science for over a decade",preprint,http://dx.doi.org/10.5194/hess-2021-2,Jérôme Demarty
0000-0001-5173-9030,2021,Contrasting responses of woody and herbaceous vegetation to altered rainfall characteristics in the Sahel,journal-article,https://doi.org/10.5194/bg-18-77-2021,Jérôme Demarty
0000-0001-5173-9030,2021,Contrasting responses of woody and herbaceous vegetation to altered rainfall characteristics in the Sahel,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85099024053&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2021,A New Reflectivity Index for the Retrieval of Surface Soil Moisture From Radar Data,journal-article,http://dx.doi.org/10.1109/jstars.2020.3033132,Jérôme Demarty
0000-0001-5173-9030,2021,A New Reflectivity Index for the Retrieval of Surface Soil Moisture From Radar Data,journal-article,https://doi.org/10.1109/JSTARS.2020.3033132,Jérôme Demarty
0000-0001-5173-9030,2021,A New Reflectivity Index for the Retrieval of Surface Soil Moisture from Radar Data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85099255210&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2020,Contrasting responses of woody and herbaceous vegetation to altered rainfall characteristics in the Sahel,preprint,https://doi.org/10.5194/bg-2020-175,Jérôme Demarty
0000-0001-5173-9030,2020,Contrasting responses of woody and herbaceous vegetation to altered rainfall characteristics in the Sahel,working-paper,https://hal.science/hal-02997637,Jérôme Demarty
0000-0001-5173-9030,2020,"Supplementary material to ""Contrasting responses of woody and herbaceous vegetation to altered rainfall characteristics in the Sahel""",preprint,https://doi.org/10.5194/bg-2020-175-supplement,Jérôme Demarty
0000-0001-5173-9030,2020,Modeling Land Surface Fluxes from Uncertain Rainfall: A Case Study in the Sahel with Field-Driven Stochastic Rainfields,journal-article,https://www.mdpi.com/2073-4433/11/5/465,Jérôme Demarty
0000-0001-5173-9030,2020,Modeling land surface fluxes from uncertain rainfall: A Case Study in the sahel with field-driven stochastic rainfields,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85085386378&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2020,ECOSTRESS: NASA's Next Generation Mission to Measure Evapotranspiration From the International Space Station,journal-article,http://dx.doi.org/10.1029/2019wr026058,Jérôme Demarty
0000-0001-5173-9030,2020,ECOSTRESS: NASA's Next Generation Mission to Measure Evapotranspiration From the International Space Station,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85083991002&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2020,Evapotranspiration Estimation in the Sahel Using a New Ensemble-Contextual Method,journal-article,https://doi.org/10.3390/rs12030380,Jérôme Demarty
0000-0001-5173-9030,2020,Evapotranspiration estimation in the sahel using a new ensemble-contextual method,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85080925117&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2019,Monitoring evapotranspiration from remote sensing data for groundwater resources evaluation,conference-paper,https://hal.umontpellier.fr/hal-02448845,Jérôme Demarty
0000-0001-5173-9030,2018,Evaluation of the SPARSE Dual-Source Model for Predicting Water Stress and Evapotranspiration from Thermal Infrared Data over Multiple Crops and Climates,journal-article,http://dx.doi.org/10.3390/rs10111806,Jérôme Demarty
0000-0001-5173-9030,2018,Evaluation of the SPARSE dual-source model for predictingwater stress and evapotranspiration from thermal infrared data over multiple crops and climates,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85057109866&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2018,Monitoring Evapotranspiration with Remote Sensing Data and Ground Data Using Ensemble Model Averaging,conference-paper,http://dx.doi.org/10.1109/igarss.2018.8517532,Jérôme Demarty
0000-0001-5173-9030,2018,Monitoring evapotranspiration with remote sensing data and ground data using ensemble model averaging,conference-paper,http://www.scopus.com/inward/record.url?eid=2-s2.0-85063166224&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2018,"Modélisation des cycles couplés de l'eau, de l'énergie et de la végétation sur les surfaces continentales",journal-article,https://hal.umontpellier.fr/hal-02134056,Jérôme Demarty
0000-0001-5173-9030,2018,Monitoring evapotranspiration from remote sensing data for groundwater resources evaluation.,conference-paper,https://hal.inrae.fr/hal-03589490,Jérôme Demarty
0000-0001-5173-9030,2018,"AMMA-CATCH, a Critical Zone Observatory in West Africa Monitoring a Region in Transition",journal-article,http://dx.doi.org/10.2136/vzj2018.03.0062,Jérôme Demarty
0000-0001-5173-9030,2018,"AMMA-CATCH, a critical zone observatory in West Africa monitoring a region in transition",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85053559886&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2018,L'Hydrologie à l'IRD,report,https://hal.science/hal-02570113,Jérôme Demarty
0000-0001-5173-9030,2018,OZCAR: The French Network of Critical Zone Observatories,journal-article,http://dx.doi.org/10.2136/vzj2018.04.0067,Jérôme Demarty
0000-0001-5173-9030,2018,OZCAR: The French network of critical zone observatories,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85056591208&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2018,Systèmes AGRoforestiers en AFrique de l'Ouest » (AGRAF 2018-2022),report,https://hal.umontpellier.fr/hal-02132807,Jérôme Demarty
0000-0001-5173-9030,2017,Suivi de l’évapotranspiration par télédétection spatiale pour l’évaluation des ressources hydrogéologiques,conference-paper,https://hal.inrae.fr/hal-03590416,Jérôme Demarty
0000-0001-5173-9030,2017,Monitoring evapotranspiration from remote sensing data for groundwater resources evaluation,other,https://hal.inrae.fr/hal-02737838,Jérôme Demarty
0000-0001-5173-9030,2017,Modeling Surface Runoff and Water Fluxes over Contrasted Soils in the Pastoral Sahel: Evaluation of the ALMIP2 Land Surface Models over the Gourma Region in Mali,journal-article,http://dx.doi.org/10.1175/jhm-d-16-0170.1,Jérôme Demarty
0000-0001-5173-9030,2017,Modeling Surface runoff and water fluxes over contrasted soils in the pastoral sahel: Evaluation of the ALMIP2 land surface models over the Gourma Region in Mali,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85023192221&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2017,Streamflows over a West African Basin from the ALMIP2 Model Ensemble,journal-article,http://dx.doi.org/10.1175/jhm-d-16-0233.1,Jérôme Demarty
0000-0001-5173-9030,2017,Streamflows over a West African basin from the ALMIP2 model ensemble,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85023170760&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2017,"A 60-year reconstructed high-resolution local meteorological data set in Central Sahel (1950-2009): evaluation, analysis and application to land surface modelling",journal-article,http://dx.doi.org/10.1002/joc.4874,Jérôme Demarty
0000-0001-5173-9030,2017,"A 60-year reconstructed high-resolution local meteorological data set in Central Sahel (1950-2009): evaluation, analysis and application to land surface modelling",journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000398859700037&KeyUID=WOS:000398859700037,Jérôme Demarty
0000-0001-5173-9030,2017,"A 60-year reconstructed high-resolution local meteorological data set in Central Sahel (1950–2009): evaluation, analysis and application to land surface modelling",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84997077993&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2017,L'apport des données spatiales pour la gestion de l'eau en agriculture : vers une mission IRT nouvelle,conference-paper,https://hal.science/hal-02098170,Jérôme Demarty
0000-0001-5173-9030,2017,"A 60-year reconstructed high-resolution local meteorological data set in Central Sahel (1950-2009): evaluation, analysis and application to land surface modelling.",conference-paper,https://hal.science/hal-01864152,Jérôme Demarty
0000-0001-5173-9030,2017,"AMMA-CATCH, a long-term hydrological, meteorological and ecological observatory in West Africa : important results and available data.",conference-paper,https://hal.science/hal-01864147,Jérôme Demarty
0000-0001-5173-9030,2017,Constructing an everywhere and locally relevant predictive model of the West-African critical zone,conference-paper,https://hal.science/hal-01864153,Jérôme Demarty
0000-0001-5173-9030,2017,Estimating evapotranspiration from remote sensing in West Africa: application of S-SEBI and Ts-VI triangle methods,conference-paper,https://hal.science/hal-01864154,Jérôme Demarty
0000-0001-5173-9030,2017,Estimating evapotranspiration from remote sensing: the case of Sahelian Africa.,conference-paper,https://hal.science/hal-01608839,Jérôme Demarty
0000-0001-5173-9030,2017,Estimation de l'évapotranspiration par télédétection spatiale : Enjeux et application en Afrique sahélienne,conference-paper,https://hal.science/hal-01864156,Jérôme Demarty
0000-0001-5173-9030,2017,Estimation des flux d'échanges surface-atmosphère par les méthodes de covariance turbulente et de scintillométrie infra-rouge : premiers résultats sur les bassins de l'Orgeval et de Naizin.,conference-paper,https://hal.science/hal-01864150,Jérôme Demarty
0000-0001-5173-9030,2017,Estimation des échanges surface-atmosphère par scintillométrie bi-fréquentielle : premiers résultats et évaluation,conference-paper,https://hal.science/hal-01864151,Jérôme Demarty
0000-0001-5173-9030,2017,Evaluating Evapotranspiration of a crop mosaic using microwave scintillometry,conference-paper,https://hal.science/hal-01864149,Jérôme Demarty
0000-0001-5173-9030,2017,Recent Advances in Quantitative Remote Sensing,conference-paper,https://hal.science/hal-02108239,Jérôme Demarty
0000-0001-5173-9030,2017,Stochastic simulation of Sahelian storms. Recent developments and hydrological applications,conference-paper,https://hal.science/hal-01864146,Jérôme Demarty
0000-0001-5173-9030,2017,"The high frequency Equipex CRITEX toolbox, an example of Critical Zone instrumental devices, ORACLE/BVRE Orgeval Observatory.",conference-paper,https://hal.science/hal-02024201,Jérôme Demarty
0000-0001-5173-9030,2016,Driving factors of the directional variability of thermal infrared signal in temperate regions,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000373550100021&KeyUID=WOS:000373550100021,Jérôme Demarty
0000-0001-5173-9030,2016,Driving factors of the directional variability of thermal infrared signal in temperate regions,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84959378017&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2016,"Estimating land surface evapotranspiration from remote sensing: a challenge for West Africa. In: 12th International Kovacs Colloquium : ""Hydrological Inputs for Water-Related SDGs Implementation: Knowledge, Data, Indicators, Tools & Innovations""",conference-paper,https://hal.science/hal-01864160,Jérôme Demarty
0000-0001-5173-9030,2016,Le WP.1 du projet Equipex CRITEX: Mesure des échanges sol-végétation-atmosphère.,conference-paper,https://hal.science/hal-01864159,Jérôme Demarty
0000-0001-5173-9030,2016,Spatiotemporal variability in carbon exchange fluxes across the Sahel,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000380598200010&KeyUID=WOS:000380598200010,Jérôme Demarty
0000-0001-5173-9030,2016,Spatiotemporal variability in carbon exchange fluxes across the Sahel,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84975452626&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2016,"Évapotranspiration en Afrique de l'Ouest : Apports mutuels et combinés des observations de terrain, de la modélisation des processus et des produits satellites.",conference-paper,https://hal.science/hal-01864158,Jérôme Demarty
0000-0001-5173-9030,2015,Observed long-term land cover vs climate impacts on the West African hydrological cycle: lessons for the future ?,other,https://hal.science/hal-02437379,Jérôme Demarty
0000-0001-5173-9030,2015,"AMMA-CATCH, a hydrological, meteorological and ecological long-term observatory on West Africa: Some recent results.",conference-paper,https://hal.science/hal-01864184,Jérôme Demarty
0000-0001-5173-9030,2015,"AMMA-CATCH: a hydrological, meteorological and ecological long-term observatory on West Africa.",conference-paper,https://hal.science/hal-01864163,Jérôme Demarty
0000-0001-5173-9030,2015,Actions des surfaces sur l'atmosphère et sur les ressources hydriques et végétales: quelles évolutions au Sahel agro-pastoral ?,conference-paper,https://hal.science/hal-01864162,Jérôme Demarty
0000-0001-5173-9030,2015,An evaluation of SCOPE: A tool to simulate the directional anisotropy of satellite-measured surface temperatures,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000348879100026&KeyUID=WOS:000348879100026,Jérôme Demarty
0000-0001-5173-9030,2015,An evaluation of SCOPE: A tool to simulate the directional anisotropy of satellite-measured surface temperatures,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84920982524&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2015,Competing land cover and climate changes impacts on the hydrological cycle: a review.,conference-paper,https://hal.science/hal-01864178,Jérôme Demarty
0000-0001-5173-9030,2015,Do practices of Sahelian smallholders farmers impact native agroforestry shrubs functioning ?,conference-paper,https://hal.science/hal-01864165,Jérôme Demarty
0000-0001-5173-9030,2015,Joint assimilation of eddy covariance flux measurements and FAPAR products over temperate forests within a process-oriented biosphere model,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000363332900010&KeyUID=WOS:000363332900010,Jérôme Demarty
0000-0001-5173-9030,2015,Joint assimilation of eddy covariance flux measurements and FAPAR products over temperate forests within a process-oriented biosphere model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84945237197&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2015,Observed long-term land cover vs climate impacts on the West African hydrological cycle: lessons for the future ?,conference-paper,https://hal.science/hal-01864161,Jérôme Demarty
0000-0001-5173-9030,2015,Revisiting historical climatic signals to better explore the future: prospects of water cycle changes in Central Sahel,book-chapter,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000365021100032&KeyUID=WOS:000365021100032,Jérôme Demarty
0000-0001-5173-9030,2015,Revisiting historical climatic signals to better explore the future: Prospects of water cycle changes in Central Sahel,conference-paper,http://www.scopus.com/inward/record.url?eid=2-s2.0-84954549381&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2015,"The sensitivity of nocturnal low-level jets and near-surface winds over the Sahel to model resolution, initial conditions and boundary-layer set-up",journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000356805700036&KeyUID=WOS:000356805700036,Jérôme Demarty
0000-0001-5173-9030,2015,"The sensitivity of nocturnal low-level jets and near-surface winds over the Sahel to model resolution, initial conditions and boundary-layer set-up",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84932141745&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2015,Using historical climatic signals to better predict the future : case of the water cycle in Central Sahe,conference-paper,https://hal.science/hal-01864164,Jérôme Demarty
0000-0001-5173-9030,2014,"Characterization of the Water and Energy Cycles in the Agro-Pastoral Sahel from 1950 to 2010, in a Context of Climate and Land-Use Changes",conference-paper,https://hal.science/hal-02065036,Jérôme Demarty
0000-0001-5173-9030,2014,Impact of land use changes on surface feedbacks in Sudanian region of West Africa,conference-paper,https://hal.umontpellier.fr/hal-02088873,Jérôme Demarty
0000-0001-5173-9030,2014,Sensitivity of thermal infrared directional anisotropy to canopy and meteorological conditions,other,https://hal.inrae.fr/hal-02795233,Jérôme Demarty
0000-0001-5173-9030,2014, Sensitivity of thermal infrared directional anisotropy to canopy and meteorological conditions. ,other,https://hal.science/hal-01336388,Jérôme Demarty
0000-0001-5173-9030,2014,SCOPE model: a tool to simulate the surface temperature directional anisotropy,other,https://hal.inrae.fr/hal-02795508,Jérôme Demarty
0000-0001-5173-9030,2014,Scope model: a tool to simulate the surface temperature directional anisotropy. ,other,https://hal.science/hal-01336349,Jérôme Demarty
0000-0001-5173-9030,2014,"A 60-year reconstituted series climatic series in the Sahel (1950-2010): data, methodology, and application to the water cycle",conference-paper,https://hal.science/hal-01864169,Jérôme Demarty
0000-0001-5173-9030,2014,A three-source SVAT modeling of evaporation: Application to the seasonal dynamics of a grassed vineyard,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000335427000006&KeyUID=WOS:000335427000006,Jérôme Demarty
0000-0001-5173-9030,2014,A three-source SVAT modeling of evaporation: Application to the seasonal dynamics of a grassed vineyard,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84896323362&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2014,African Monsoon Multidisciplinary Analyses - Coupling the Tropical Atmosphere and the Hydrological Cycle,conference-paper,https://hal.science/hal-01864180,Jérôme Demarty
0000-0001-5173-9030,2014,Building a field- and model-based climatology of local water and energy cycles in the cultivated Sahel - annual budgets and seasonality,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000347313600006&KeyUID=WOS:000347313600006,Jérôme Demarty
0000-0001-5173-9030,2014,Building a field- and model-based climatology of local water and energy cycles in the cultivated Sahel - Annual budgets and seasonality,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84916623767&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2014,"Characterization of the water and energy cycles in the agropastoral Sahel, in a context of climate and landuse changes.",conference-paper,https://hal.science/hal-01864166,Jérôme Demarty
0000-0001-5173-9030,2014,DEVELOPMENT OF A SIMPLE PARAMETRIC MODEL TO SIMULATE THE DIRECTIONAL EFFECTS IN THE THERMAL INFRARED DOMAIN,book-chapter,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000349688104071&KeyUID=WOS:000349688104071,Jérôme Demarty
0000-0001-5173-9030,2014,Development of a simple parametric model to simulate the directional effects in the thermal infrared domain,conference-paper,http://www.scopus.com/inward/record.url?eid=2-s2.0-84911380118&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2014,Evaluation of water and energy cycles simulated by land surface models over three mesoscale sites in West Africa: the ALMIP2 project,conference-paper,https://hal.science/hal-01864182,Jérôme Demarty
0000-0001-5173-9030,2014,Forcing a land surface model with satellite-derived biophysical products in the Sahel: Inpacts of various sources on the simulated energy and water cycles.,conference-paper,https://hal.science/hal-01864168,Jérôme Demarty
0000-0001-5173-9030,2014,"Long-term increase in diffuse groundwater recharge following expansion of rainfed cultivation in the Sahel, West Africa",journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000340498900006&KeyUID=WOS:000340498900006,Jérôme Demarty
0000-0001-5173-9030,2014,"Long-term increase in diffuse groundwater recharge following expansion of rainfed cultivation in the Sahel, West Africa,Augmentation sur le long terme de la recharge diffuse des aquifères suite à l'expension des cultures pluviales dans le Sahel, Afrique de l'Ouest",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84906792955&partnerID=MN8TOARS,Jérôme Demarty
0000-0001-5173-9030,2014,"Model, satellite and ground-based estimates of evapotranspiration. A comparison in sub-humid tropical West Africa (Benin) within the framework of the ALMIP2 project",conference-paper,https://hal.science/hal-01864181,Jérôme Demarty
0000-0001-5173-9030,2014,On the ability of surface models to reproduce soil moisture dependencies over West Africa : the ALMIP experiments.,conference-paper,https://hal.science/hal-01864179,Jérôme Demarty
0000-0001-5173-9030,2014,Reconstitution of a continuous climatic and rainfall series for the central Sahel (1950-2012): methodology and application.,conference-paper,https://hal.science/hal-01864167,Jérôme Demarty
0000-0001-5173-9030,2014,Surface response to rain events throughout the West African monsoon,journal-article,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ORCID&SrcApp=OrcidOrg&DestLinkType=FullRecord&DestApp=WOS_CPL&KeyUT=WOS:000335923300008&KeyUID=WOS:000335923300008,Jérôme Demarty
