Orcid,Année,Titre,Type,Source,contact
0000-0001-9999-0355,2001,A protein trap strategy to detect GFP-tagged proteins expressed from their endogenous loci in Drosophila.,journal-article,http://europepmc.org/abstract/med/11742088,Xavier Morin
0000-0001-9999-0355,2001,The cell cycle machinery and asymmetric cell division of neural progenitors in the Drosophila embryonic central nervous system.,journal-article,http://europepmc.org/abstract/med/11444041,Xavier Morin
0000-0001-9999-0355,2000,"Analysis of partner of inscuteable, a novel player of Drosophila asymmetric divisions, reveals two distinct steps in inscuteable apical localization.",journal-article,http://europepmc.org/abstract/med/10693757,Xavier Morin
0000-0001-9999-0355,1999,The homeobox gene Phox2b is essential for the development of autonomic neural crest derivatives.,journal-article,http://europepmc.org/abstract/med/10360575,Xavier Morin
0000-0001-9999-0355,1999,Specification of neurotransmitter identity by Phox2 proteins in neural crest stem cells.,journal-article,http://europepmc.org/abstract/med/10230790,Xavier Morin
0000-0001-9999-0355,1998,The bHLH protein NEUROGENIN 2 is a determination factor for epibranchial placode-derived sensory neurons.,journal-article,http://europepmc.org/abstract/med/9539123,Xavier Morin
0000-0001-9999-0355,1997,Expression and interactions of the two closely related homeobox genes Phox2a and Phox2b during neurogenesis.,journal-article,http://europepmc.org/abstract/med/9374403,Xavier Morin
0000-0001-9999-0355,1997,Defects in sensory and autonomic ganglia and absence of locus coeruleus in mice deficient for the homeobox gene Phox2a.,journal-article,http://europepmc.org/abstract/med/9115735,Xavier Morin
0000-0003-0906-9402,2025,"Evaluation of a novel approach to partitioning respiration and photosynthesis using eddy covariance, wavelets and conditional sampling",journal-article,https://doi.org/10.1016/j.agrformet.2025.110684,Nicolas Delpierre
0000-0003-0906-9402,2025,"PHOREAU v1.0: a new process-based model to predict forest functioning, from tree ecophysiology to forest dynamics and biogeography",preprint,https://doi.org/10.5194/egusphere-2025-2110,Nicolas Delpierre
0000-0003-0906-9402,2025,"Supplementary material to ""PHOREAU v1.0: a new process-based model to predict forest functioning, from tree ecophysiology to forest dynamics and biogeography""",preprint,https://doi.org/10.5194/egusphere-2025-2110-supplement,Nicolas Delpierre
0000-0003-0906-9402,2025,"Unveiling the forest subsurface and its invisible water, what can geophysics bring to forest ecohydrology",preprint,https://doi.org/10.5194/egusphere-egu25-11195,Nicolas Delpierre
0000-0003-0906-9402,2025,Carbon assimilation limitations during and after the European 2022 drought and heat wave,preprint,https://doi.org/10.5194/egusphere-egu24-13116,Nicolas Delpierre
0000-0003-0906-9402,2025,Ecophysiological modelling of cessation of wood formation phenology in temperate and boreal forest trees,preprint,https://doi.org/10.5194/egusphere-egu24-2839,Nicolas Delpierre
0000-0003-0906-9402,2025,Growth is not just about wood : investigating the link between ecosystem carbon uptake and net primary productivity in three European forests,preprint,https://doi.org/10.5194/egusphere-egu24-10746,Nicolas Delpierre
0000-0003-0906-9402,2025,Net Ecosystem Productivity of a mature temperate deciduous oak forest: reconciling fluxand biometric estimates,preprint,https://doi.org/10.5194/egusphere-egu24-21532,Nicolas Delpierre
0000-0003-0906-9402,2024,Phenology Across Scales: An Intercontinental Analysis of Leaf‐Out Dates in Temperate Deciduous Tree Communities,journal-article,https://doi.org/10.1111/geb.13910,Nicolas Delpierre
0000-0003-0906-9402,2024,DeepPhenoMem V1.0: deep learning modelling of canopy greenness dynamics accounting for multi-variate meteorological memory effects on vegetation phenology,journal-article,https://doi.org/10.5194/gmd-17-6683-2024,Nicolas Delpierre
0000-0003-0906-9402,2024,DeepPhenoMem V1.0: Deep learning modelling of canopy greenness dynamics accounting for multi-variate meteorological memory effects on vegetation phenology,preprint,https://doi.org/10.5194/egusphere-2024-464,Nicolas Delpierre
0000-0003-0906-9402,2024,"Supplementary material to ""DeepPhenoMem V1.0: Deep learning modelling of canopy greenness dynamics accounting for multi-variate meteorological memory effects on vegetation phenology""",preprint,https://doi.org/10.5194/egusphere-2024-464-supplement,Nicolas Delpierre
0000-0003-0906-9402,2024,A model of the within-population variability of budburst in forest trees,journal-article,https://doi.org/10.5194/gmd-17-865-2024,Nicolas Delpierre
0000-0003-0906-9402,2023,Phenology across scales: an intercontinental analysis of leaf-out dates in temperate deciduous tree communities,preprint,https://doi.org/10.1101/2023.11.21.568089,Nicolas Delpierre
0000-0003-0906-9402,2023,Potassium limitation of forest productivity – Part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands,journal-article,https://doi.org/10.5194/bg-20-3093-2023,Nicolas Delpierre
0000-0003-0906-9402,2023,Potassium limitation of forest productivity – Part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation,journal-article,https://doi.org/10.5194/bg-20-3119-2023,Nicolas Delpierre
0000-0003-0906-9402,2023,A model of the within-population variability of budburst in forest trees,preprint,https://doi.org/10.5194/egusphere-2023-1075,Nicolas Delpierre
0000-0003-0906-9402,2023,"Supplementary material to ""A model of the within-population variability of budburst in forest trees""",preprint,https://doi.org/10.5194/egusphere-2023-1075-supplement,Nicolas Delpierre
0000-0003-0906-9402,2023,Masting is uncommon in trees that depend on mutualist dispersers in the context of global climate and fertility gradients,journal-article,https://hal.science/hal-04174525,Nicolas Delpierre
0000-0003-0906-9402,2023,Applying the AMG Soil Organic Carbon model to assess the carbon trends within French forests,preprint,https://doi.org/10.5194/egusphere-egu23-8046,Nicolas Delpierre
0000-0003-0906-9402,2023,Contribution of wavelets to decrease gap filling in turbulent surface fluxes measurements,preprint,https://doi.org/10.5194/egusphere-egu23-7640,Nicolas Delpierre
0000-0003-0906-9402,2023,Extended duration of the budburst period under future climate warming: insights from a model,preprint,https://doi.org/10.5194/egusphere-egu23-12473,Nicolas Delpierre
0000-0003-0906-9402,2023,Phenology across scales: an intercontinental analysis of budburst in temperate tree populations,preprint,https://doi.org/10.5194/egusphere-egu23-16286,Nicolas Delpierre
0000-0003-0906-9402,2022,The 2018 European heatwave led to stem dehydration but not to consistent growth reductions in forests,journal-article,https://agroparistech.hal.science/hal-03880254,Nicolas Delpierre
0000-0003-0906-9402,2022,"Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands",preprint,https://doi.org/10.5194/egusphere-2022-883,Nicolas Delpierre
0000-0003-0906-9402,2022,"Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation",preprint,https://doi.org/10.5194/egusphere-2022-884,Nicolas Delpierre
0000-0003-0906-9402,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands""",preprint,https://doi.org/10.5194/egusphere-2022-883-supplement,Nicolas Delpierre
0000-0003-0906-9402,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation""",preprint,https://doi.org/10.5194/egusphere-2022-884-supplement,Nicolas Delpierre
0000-0003-0906-9402,2022,Cross-biome synthesis of source versus sink limits to tree growth,journal-article,https://doi.org/10.1126/science.abm4875,Nicolas Delpierre
0000-0003-0906-9402,2022,Contribution of deep soil layers to the transpiration of a temperate deciduous forest: quantification and implications for the modelling of productivity,preprint,https://doi.org/10.1101/2022.02.14.480025,Nicolas Delpierre
0000-0003-0906-9402,2022,Warming does not delay the start of autumnal leaf coloration but slows its progress rate,journal-article,https://hal.science/hal-03763268,Nicolas Delpierre
0000-0003-0906-9402,2021,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,journal-article,https://doi.org/10.5194/bg-18-3391-2021,Nicolas Delpierre
0000-0003-0906-9402,2021,Global transpiration data from sap flow measurements: the SAPFLUXNET database,journal-article,https://hal.inrae.fr/hal-03261880,Nicolas Delpierre
0000-0003-0906-9402,2021,Higher sample sizes and observer inter‐calibration are needed for reliable scoring of leaf phenology in trees,journal-article,https://doi.org/10.1111/1365-2745.13656,Nicolas Delpierre
0000-0003-0906-9402,2021,Budburst date of Quercus petraea is delayed in mixed stands with Pinus sylvestris,journal-article,https://doi.org/10.1016/j.agrformet.2021.108326,Nicolas Delpierre
0000-0003-0906-9402,2021,The within-population variability of leaf spring and autumn phenology is influenced by temperature in temperate deciduous trees,journal-article,https://doi.org/10.1007/s00484-019-01762-6,Nicolas Delpierre
0000-0003-0906-9402,2021,Use eco-physiological modelling to investigate Potassium limitation of wood productivity in tropical eucalypt plantations,other,https://doi.org/10.5194/egusphere-egu21-15742,Nicolas Delpierre
0000-0003-0906-9402,2021,Potential of Synthetic Aperture Radar Sentinel-1 time series for the monitoring of phenological cycles in a deciduous forest,other,https://doi.org/10.1101/2021.02.04.429811,Nicolas Delpierre
0000-0003-0906-9402,2020,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,preprint,https://doi.org/10.5194/bg-2020-389,Nicolas Delpierre
0000-0003-0906-9402,2020,"Supplementary material to ""A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests""",preprint,https://doi.org/10.5194/bg-2020-389-supplement,Nicolas Delpierre
0000-0003-0906-9402,2020,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,preprint,https://doi.org/10.1101/2020.09.24.311191,Nicolas Delpierre
0000-0003-0906-9402,2020,“Green pointillism”: detecting the within-population variability of budburst in temperate deciduous trees with phenological cameras,journal-article,https://doi.org/10.1007/s00484-019-01855-2,Nicolas Delpierre
0000-0003-0906-9402,2020,Environmental control of land-atmosphere CO2 fluxes from temperate ecosystems: a statistical approach based on homogenized time series from five land-use types,journal-article,https://doi.org/10.1080/16000889.2020.1784689,Nicolas Delpierre
0000-0003-0906-9402,2019,“Green pointillism”: detecting the within-population variability of budburst in temperate deciduous trees with phenological cameras,other,https://doi.org/10.1101/771477,Nicolas Delpierre
0000-0003-0906-9402,2019,Chilling and forcing temperatures interact to predict the onset of wood formation in Northern Hemisphere conifers,journal-article,https://doi.org/10.1111/gcb.14539,Nicolas Delpierre
0000-0003-0906-9402,2019,Modelling leaf coloration dates over temperate China by considering effects of leafy season climate,journal-article,https://doi.org/10.1016/j.ecolmodel.2018.12.020,Nicolas Delpierre
0000-0003-0906-9402,2018,Coupling Water and Carbon Fluxes to Constrain Estimates of Transpiration: The TEA Algorithm,journal-article,https://doi.org/10.1029/2018JG004727,Nicolas Delpierre
0000-0003-0906-9402,2018,Antagonistic effects of growing season and autumn temperatures on the timing of leaf coloration in winter deciduous trees,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85043525241&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2018,"Assessing the roles of temperature, carbon inputs and airborne pollen as drivers of fructification in European temperate deciduous forests",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85044439502&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2018,Larger temperature response of autumn leaf senescence than spring leaf-out phenology,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85040049176&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2018,Soil sampling and preparation for monitoring soil carbon,journal-article,https://hal.science/hal-01953369,Nicolas Delpierre
0000-0003-0906-9402,2018,Warmer winters reduce the advance of tree spring phenology induced by warmer springs in the Alps,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85041483907&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2017,Environmental control of carbon allocation matters for modelling forest growth,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85006041909&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2017,Tree phenological ranks repeat from year to year and correlate with growth in temperate deciduous forests,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-85008884586&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2016,Temperate and boreal forest tree phenology: from organ-scale processes to terrestrial ecosystem models,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84958794046&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2016,"Wood phenology, not carbon input, controls the interannual variability of wood growth in a temperate oak forest",journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84951762566&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2015,The dynamic of the annual carbon allocation to wood in European tree species is consistent with a combined source–sink limitation of growth: implications for modelling,journal-article,https://doi.org/10.5194/bg-12-2773-2015,Nicolas Delpierre
0000-0003-0906-9402,2015,The dynamic of the annual carbon allocation to wood in European tree species is consistent with a combined source-sink limitation of growth: Implications for modelling,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84929340117&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2015,"Supplementary material to ""The dynamic of annual carbon allocation to wood in European forests is consistent with a combined source-sink limitation of growth: implications for modelling""",preprint,https://doi.org/10.5194/bgd-12-2213-2015-supplement,Nicolas Delpierre
0000-0003-0906-9402,2015,The dynamic of annual carbon allocation to wood in European forests is consistent with a combined source-sink limitation of growth: implications for modelling,preprint,https://doi.org/10.5194/bgd-12-2213-2015,Nicolas Delpierre
0000-0003-0906-9402,2015,Influence of physiological phenology on the seasonal pattern of ecosystem respiration in deciduous forests,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84917736009&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,Forest summer albedo is sensitive to species and thinning: how should we account for this in Earth system models?,journal-article,https://doi.org/10.5194/bg-11-2411-2014,Nicolas Delpierre
0000-0003-0906-9402,2014,Forest summer albedo is sensitive to species and thinning: How should we account for this in Earth system models?,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84899688048&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,A new probabilistic canopy dynamics model (SLCD) that is suitable for evergreen and deciduous forest ecosystems,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84923360186&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,Assessing the effects of management on forest growth across France: Insights from a new functional-structural model,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84964312592&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,Climate and atmosphere simulator for experiments on ecological systems in changing environments,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84905671255&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,Relationships between photochemical reflectance index and light-use efficiency in deciduous and evergreen broadleaf forests,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893610121&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2014,Seasonal changes in carbon and nitrogen compound concentrations in a Quercus petraea chronosequence,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84906275347&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2013,Summertime canopy albedo is sensitive to forest thinning,preprint,https://doi.org/10.5194/bgd-10-15373-2013,Nicolas Delpierre
0000-0003-0906-9402,2013,"Supplementary material to ""Summertime canopy albedo is sensitive to forest thinning""",preprint,https://doi.org/10.5194/bgd-10-15373-2013-supplement,Nicolas Delpierre
0000-0003-0906-9402,2013,Evaluation of the potential of MODIS satellite data to predict vegetation phenology in different biomes: An investigation using ground-based NDVI measurements,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84873595818&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2013,Predicting Climate Change Impacts on the Amount and Duration of Autumn Colors in a New England Forest,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874777287&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2012,Ground-based Network of NDVI measurements for tracking temporal dynamics of canopy structure and vegetation phenology in different biomes,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859931090&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2012,Quantifying the influence of climate and biological drivers on the interannual variability of carbon exchanges in European forests through process-based modelling,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84858146901&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2012,Spatial variability of soil CO<inf>2</inf>efflux linked to soil parameters and ecosystem characteristics in a temperate beech forest,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-84858128157&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2011,Assessing parameter variability in a photosynthesis model within and between plant functional types using global Fluxnet eddy covariance data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-78649320657&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2011,Assessing the effects of climate change on the phenology of European temperate trees,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-79955600627&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2010,Climate control of terrestrial carbon exchange across biomes and continents,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-78049506788&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2010,Detecting the critical periods that underpin interannual fluctuations in the carbon balance of European forests,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-78049390958&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2010,Linking intra-seasonal variations in climate and tree-ring δ<sup>13</sup>C: A functional modelling approach,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650262243&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2009,Estimating nocturnal ecosystem respiration from the vertical turbulent flux and change in storage of CO<inf>2</inf>,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-69849084044&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2009,Exceptional carbon uptake in European forests during the warm spring of 2007: A data-model analysis,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-65549167829&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2009,Modelling interannual and spatial variability of leaf senescence for three deciduous tree species in France,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-62849091730&partnerID=MN8TOARS,Nicolas Delpierre
0000-0003-0906-9402,2008,Evaluation of the onset of green-up in temperate deciduous broadleaf forests derived from Moderate Resolution Imaging Spectroradiometer (MODIS) data,journal-article,http://www.scopus.com/inward/record.url?eid=2-s2.0-41449115901&partnerID=MN8TOARS,Nicolas Delpierre
0000-0001-7461-6420,2025,"Evaluation of a novel approach to partitioning respiration and photosynthesis using eddy covariance, wavelets and conditional sampling",journal-article,https://doi.org/10.1016/j.agrformet.2025.110684,Daniel Berveiller
0000-0001-7461-6420,2025,"PHOREAU v1.0: a new process-based model to predict forest functioning, from tree ecophysiology to forest dynamics and biogeography",preprint,https://doi.org/10.5194/egusphere-2025-2110,Daniel Berveiller
0000-0001-7461-6420,2025,"Supplementary material to ""PHOREAU v1.0: a new process-based model to predict forest functioning, from tree ecophysiology to forest dynamics and biogeography""",preprint,https://doi.org/10.5194/egusphere-2025-2110-supplement,Daniel Berveiller
0000-0001-7461-6420,2025,Atmospheric dryness effects on canopy chlorophyll fluorescence and GPP in a deciduous forest during heat waves,preprint,https://doi.org/10.5194/egusphere-egu25-5263,Daniel Berveiller
0000-0001-7461-6420,2025,Growth is not just about wood : investigating the link between ecosystem carbon uptake and net primary productivity in three European forests,preprint,https://doi.org/10.5194/egusphere-egu24-10746,Daniel Berveiller
0000-0001-7461-6420,2025,Net Ecosystem Productivity of a mature temperate deciduous oak forest: reconciling fluxand biometric estimates,preprint,https://doi.org/10.5194/egusphere-egu24-21532,Daniel Berveiller
0000-0001-7461-6420,2024,"Investigating the responses of sun-induced chlorophyll fluorescence, gross primary production and their inter-relationship to abiotic factors changes in a temperate deciduous forest",preprint,https://doi.org/10.5194/egusphere-2024-657,Daniel Berveiller
0000-0001-7461-6420,2024,"Supplementary material to ""Investigating the responses of sun-induced chlorophyll fluorescence, gross primary production and their inter-relationship to abiotic factors changes in a temperate deciduous forest""",preprint,https://doi.org/10.5194/egusphere-2024-657-supplement,Daniel Berveiller
0000-0001-7461-6420,2024,A model of the within-population variability of budburst in forest trees,journal-article,https://doi.org/10.5194/gmd-17-865-2024,Daniel Berveiller
0000-0001-7461-6420,2023,Phenology across scales: an intercontinental analysis of leaf-out dates in temperate deciduous tree communities,preprint,https://doi.org/10.1101/2023.11.21.568089,Daniel Berveiller
0000-0001-7461-6420,2023,A model of the within-population variability of budburst in forest trees,preprint,https://doi.org/10.5194/egusphere-2023-1075,Daniel Berveiller
0000-0001-7461-6420,2023,"Supplementary material to ""A model of the within-population variability of budburst in forest trees""",preprint,https://doi.org/10.5194/egusphere-2023-1075-supplement,Daniel Berveiller
0000-0001-7461-6420,2023,Contribution of wavelets to decrease gap filling in turbulent surface fluxes measurements,preprint,https://doi.org/10.5194/egusphere-egu23-7640,Daniel Berveiller
0000-0001-7461-6420,2023,Extended duration of the budburst period under future climate warming: insights from a model,preprint,https://doi.org/10.5194/egusphere-egu23-12473,Daniel Berveiller
0000-0001-7461-6420,2022,Contribution of deep soil layers to the transpiration of a temperate deciduous forest: quantification and implications for the modelling of productivity,preprint,https://doi.org/10.1101/2022.02.14.480025,Daniel Berveiller
0000-0001-7461-6420,2021,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,journal-article,https://doi.org/10.5194/bg-18-3391-2021,Daniel Berveiller
0000-0001-7461-6420,2021,The within-population variability of leaf spring and autumn phenology is influenced by temperature in temperate deciduous trees,journal-article,https://hal.inrae.fr/hal-02735790,Daniel Berveiller
0000-0001-7461-6420,2021,Potential of Synthetic Aperture Radar Sentinel-1 time series for the monitoring of phenological cycles in a deciduous forest,other,https://doi.org/10.1101/2021.02.04.429811,Daniel Berveiller
0000-0001-7461-6420,2020,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,preprint,https://doi.org/10.5194/bg-2020-389,Daniel Berveiller
0000-0001-7461-6420,2020,"Supplementary material to ""A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests""",preprint,https://doi.org/10.5194/bg-2020-389-supplement,Daniel Berveiller
0000-0001-7461-6420,2020,A survey of proximal methods for monitoring leaf phenology in temperate deciduous forests,preprint,https://doi.org/10.1101/2020.09.24.311191,Daniel Berveiller
0000-0001-7461-6420,2020,Environmental control of land-atmosphere CO2 fluxes from temperate ecosystems: a statistical approach based on homogenized time series from five land-use types,journal-article,https://doi.org/10.1080/16000889.2020.1784689,Daniel Berveiller
0000-0003-4480-1822,2023,The developmental basis for scaling of mammalian tooth size,journal-article,http://dx.doi.org/10.1073/pnas.2300374120,Christophe Francois
0000-0002-0043-4234,2023,Potassium limitation of forest productivity – Part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands,journal-article,https://doi.org/10.5194/bg-20-3093-2023,Ivan Cornut
0000-0002-0043-4234,2023,Potassium limitation of forest productivity – Part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation,journal-article,https://doi.org/10.5194/bg-20-3119-2023,Ivan Cornut
0000-0002-0043-4234,2022,"Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands",preprint,https://doi.org/10.5194/egusphere-2022-883,Ivan Cornut
0000-0002-0043-4234,2022,"Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation",preprint,https://doi.org/10.5194/egusphere-2022-884,Ivan Cornut
0000-0002-0043-4234,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands""",preprint,https://doi.org/10.5194/egusphere-2022-883-supplement,Ivan Cornut
0000-0002-0043-4234,2022,"Supplementary material to ""Potassium-limitation of forest productivity, part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation""",preprint,https://doi.org/10.5194/egusphere-2022-884-supplement,Ivan Cornut
0000-0002-0043-4234,2022,Contribution of deep soil layers to the transpiration of a temperate deciduous forest: quantification and implications for the modelling of productivity,preprint,https://doi.org/10.1101/2022.02.14.480025,Ivan Cornut
0000-0002-0043-4234,2021,Potassium limitation of wood productivity: A review of elementary processes and ways forward to modelling illustrated by Eucalyptus plantations,journal-article,https://doi.org/10.1016/j.foreco.2021.119275,Ivan Cornut
0000-0003-1920-3847,2025,Mapping rubber monoculture and jungle rubber across Kalimantan using multisource satellite data,journal-article,https://doi.org/10.1080/01431161.2025.2545024,Yann Nouvellon
0000-0003-1920-3847,2025,Mapping rubber monoculture and jungle rubber across Kalimantan using multisource satellite data,journal-article,http://dx.doi.org/10.1080/01431161.2025.2545024,Yann Nouvellon
0000-0003-1920-3847,2025,Improved Estimates of Biomass Expansion Factors and Root‐To‐Shoot Ratios: An Approach for Different Forest Types Across a Climatic Gradient in Brazil,journal-article,http://dx.doi.org/10.1111/gcb.70395,Yann Nouvellon
0000-0003-1920-3847,2025,Coppice and high forest <i>Eucalyptus</i> stands show similar drought resistance on deep soils,journal-article,http://dx.doi.org/10.1093/treephys/tpaf089,Yann Nouvellon
0000-0003-1920-3847,2025,Integrating MODIS-derived indices for eucalyptus stand volume estimation: an evaluation of MODIS gross primary productivity,journal-article,http://dx.doi.org/10.3389/frsen.2025.1588387,Yann Nouvellon
0000-0003-1920-3847,2024,Climatic variables influence the photosynthetic capacity of forest plantations in Brazil,journal-article,https://doi.org/10.1007/s11056-024-10068-4,Yann Nouvellon
0000-0003-1920-3847,2024,Climatic variables influence the photosynthetic capacity of forest plantations in Brazil,journal-article,http://dx.doi.org/10.1007/s11056-024-10068-4,Yann Nouvellon
0000-0003-1920-3847,2024,Perspectives: Can we apply sodium in tropical plantations to reduce the need of potassium fertilizer?,journal-article,http://dx.doi.org/10.1016/j.foreco.2023.121643,Yann Nouvellon
0000-0003-1920-3847,2023,"Early and long-distance uptake by Eucalyptus grandis of N, K and Ca tracers injected down to a depth of 7 m",journal-article,http://dx.doi.org/10.1016/j.foreco.2023.121507,Yann Nouvellon
0000-0003-1920-3847,2023,"Early and long-distance uptake by Eucalyptus grandis of N, K and Ca tracers injected down to a depth of 7 m",journal-article,https://doi.org/10.1016/j.foreco.2023.121507,Yann Nouvellon
0000-0003-1920-3847,2023,Solar-induced chlorophyll fluorescence detects photosynthesis variations and drought effects in tropical rubber plantation and natural deciduous forests,journal-article,http://dx.doi.org/10.1016/j.agrformet.2023.109591,Yann Nouvellon
0000-0003-1920-3847,2023,Solar-induced chlorophyll fluorescence detects photosynthesis variations and drought effects in tropical rubber plantation and natural deciduous forests,journal-article,https://doi.org/10.1016/j.agrformet.2023.109591,Yann Nouvellon
0000-0003-1920-3847,2023,Potassium limitation of forest productivity – Part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands,journal-article,http://dx.doi.org/10.5194/bg-20-3093-2023,Yann Nouvellon
0000-0003-1920-3847,2023,Potassium limitation of forest productivity – Part 1: A mechanistic model simulating the effects of potassium availability on canopy carbon and water fluxes in tropical eucalypt stands,journal-article,https://doi.org/10.5194/bg-20-3093-2023,Yann Nouvellon
0000-0003-1920-3847,2023,Potassium limitation of forest productivity – Part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation,journal-article,http://dx.doi.org/10.5194/bg-20-3119-2023,Yann Nouvellon
0000-0003-1920-3847,2023,Potassium limitation of forest productivity – Part 2: CASTANEA-MAESPA-K shows a reduction in photosynthesis rather than a stoichiometric limitation of tissue formation,journal-article,https://doi.org/10.5194/bg-20-3119-2023,Yann Nouvellon
