Nom_archive,Premier_auteur,Date de publication,Titre_unique,Sans_référencement,Present_in_HAL
HAL,Potier Hugo,2025,"Carbon and nitrogen stocks and distributions associated with different vegetation covers and soil profiles in Abisko, northern Sweden.",True,A référencer
ORCID,Hugo M. G. Potier,2025.0,"Impact of plant community composition and soil characteristics on Mo and V cycling in subarctic habitats at Abisko, Northern Sweden.",A déposer sur HAL,False
ORCID,Hugo M.G. Potier,2025.0,"Carbon and nitrogen stocks and distributions associated with different vegetation covers and soil profiles in Abisko, northern Sweden",A déposer sur HAL,False
