Nom_archive,Premier_auteur,Date de publication,Titre_unique,Sans_référencement,Present_in_HAL
HAL,Sinh Sreypich,2025,Water levels more than earthworms impact rice growth and productivity : a greenhouse study,True,A référencer
HAL,Jouquet Pascal,2024,Earthworms impact the availability of Si to plants in northern Vietnamese paddy fields,True,A référencer
HAL,Jouquet Pascal,2024,Termite graveyards : Hidden geochemical patches ?,True,A référencer
HAL,Védère Charlotte,2024,Diversity of soil biopores and their influence on soil water infiltration under various pedoclimatic conditions,True,A référencer
ORCID,Albert Juliette,2025.0,"Influence of Termite Diversity on Soil Properties and Silicon Dynamics. A Case Study in the Angkor Forest, Cambodia",A déposer sur HAL,False
ORCID,Sreypich Sinh,2025.0,Water Levels More than Earthworms Impact Rice Growth and Productivity: A Greenhouse Study,A déposer sur HAL,False
ORCID,Ratha Muon,2024.0,Utilization of IGN historical aerial photographs and Google earth for measuring changes in land use and evolution of termite lenticular mound abundance in paddy fields in Cambodia,A déposer sur HAL,False
ORCID,Ary Bruand,2024.0,Presence of potassium-bearing 2:1 phyllosilicates in B horizons of Ferralsols: Consequences for total and exchangeable potassium content,A déposer sur HAL,False
