Nom_archive,Premier_auteur,Date de publication,Titre_unique,Sans_référencement,Present_in_HAL
HAL,Baulard Antoine,2025,Solar-Induced Fluorescence as Indicator of Downy Oak and the Influence of Some Environmental Variables at the End of the Growing Season,True,A référencer
