Nom_archive,Premier_auteur,Date de publication,Titre_unique,Sans_référencement,Present_in_HAL
ORCID,Seydina Mohamad Ba,2025.0,Drivers and CO2 flux budgets in a Sahelian Faidherbia albida agro-silvo-pastoral parkland: Insights from continuous high-frequency soil chamber measurements and Eddy Covariance,A déposer sur HAL,False
ORCID,Seydina Mohamad Ba,2025.0,"Supplementary material to ""Drivers and CO2 flux budgets in a Sahelian Faidherbia albida agro-silvo-pastoral parkland: Insights from continuous high-frequency soil chamber measurements and Eddy Covariance""",A déposer sur HAL,False
